Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
2418                    	235.6                  	-57.8	36                 	32.7 	024         	11533 	-65.2	-57.8      	4.5  	0.381126
2420                    	235.2                  	-57.8	36                 	32.4 	024         	11542 	-65.2	-57.8      	4.5  	0.380522
2422                    	234.9                  	-57.7	36                 	32.1 	023         	11551 	-65.1	-57.7      	4.5  	0.379918
2424                    	234.6                  	-57.7	36                 	31.7 	023         	11560 	-65.1	-57.7      	4.5  	0.379316
2426                    	234.2                  	-57.6	36                 	31.4 	023         	11569 	-65.1	-57.6      	4.5  	0.378701
2428                    	233.9                  	-57.6	36                 	31.1 	022         	11578 	-65.1	-57.6      	4.5  	0.378082
2430                    	233.6                  	-57.5	36                 	30.8 	022         	11587 	-65.0	-57.5      	4.5  	0.377464
2432                    	233.2                  	-57.5	36                 	30.7 	022         	11596 	-65.0	-57.5      	4.5  	0.376848
2434                    	232.9                  	-57.4	36                 	30.5 	022         	11605 	-65.0	-57.4      	4.5  	0.376232
2436                    	232.6                  	-57.4	36                 	30.3 	022         	11614 	-64.9	-57.4      	4.5  	0.375617
2438                    	232.3                  	-57.4	36                 	30.2 	021         	11623 	-64.9	-57.3      	4.5  	0.375004
2440                    	231.9                  	-57.3	36                 	30.0 	021         	11631 	-64.9	-57.3      	4.5  	0.374391
2442                    	231.6                  	-57.3	35                 	29.8 	021         	11640 	-64.8	-57.3      	4.5  	0.373780
2444                    	231.3                  	-57.2	35                 	29.7 	021         	11649 	-64.8	-57.2      	4.4  	0.373188
2446                    	231.0                  	-57.1	35                 	29.5 	021         	11658 	-64.7	-57.1      	4.3  	0.372565
2448                    	230.7                  	-57.1	35                 	29.3 	021         	11666 	-64.7	-57.1      	4.3  	0.371937
2450                    	230.3                  	-57.0	35                 	29.2 	021         	11675 	-64.6	-57.0      	4.3  	0.371313
2452                    	230.0                  	-56.9	35                 	29.1 	021         	11683 	-64.6	-56.9      	4.3  	0.370690
2454                    	229.7                  	-56.9	35                 	29.1 	021         	11692 	-64.5	-56.9      	4.3  	0.370069
2456                    	229.4                  	-56.8	35                 	29.1 	021         	11700 	-64.5	-56.8      	4.3  	0.369449
2458                    	229.1                  	-56.7	35                 	29.0 	021         	11709 	-64.4	-56.7      	4.3  	0.368830
2460                    	228.8                  	-56.7	35                 	29.0 	021         	11718 	-64.4	-56.7      	4.3  	0.368229
2462                    	228.5                  	-56.6	35                 	29.0 	021         	11726 	-64.4	-56.6      	4.3  	0.367650
2464                    	228.2                  	-56.6	35                 	28.9 	021         	11735 	-64.4	-56.6      	4.3  	0.367072
2466                    	227.9                  	-56.5	34                 	28.9 	021         	11743 	-64.4	-56.5      	4.3  	0.366495
2468                    	227.6                  	-56.5	34                 	28.9 	021         	11752 	-64.3	-56.5      	4.3  	0.365919
2470                    	227.3                  	-56.4	34                 	28.8 	021         	11760 	-64.3	-56.4      	4.3  	0.365345
2472                    	226.9                  	-56.4	34                 	28.8 	022         	11769 	-64.3	-56.4      	4.3  	0.364771
2474                    	226.6                  	-56.3	34                 	28.7 	022         	11778 	-64.3	-56.3      	4.3  	0.364199
2476                    	226.3                  	-56.3	34                 	28.7 	022         	11786 	-64.3	-56.3      	4.3  	0.363628
2478                    	226.0                  	-56.2	34                 	28.6 	022         	11795 	-64.3	-56.2      	4.3  	0.363058
2480                    	225.7                  	-56.2	34                 	28.6 	022         	11803 	-64.2	-56.2      	4.3  	0.362518
2482                    	225.4                  	-56.2	34                 	28.5 	022         	11812 	-64.2	-56.2      	4.3  	0.361981
2484                    	225.1                  	-56.1	34                 	28.5 	022         	11821 	-64.2	-56.1      	4.3  	0.361446
2486                    	224.8                  	-56.1	33                 	28.4 	022         	11829 	-64.2	-56.1      	4.3  	0.360911
2488                    	224.5                  	-56.1	33                 	28.4 	023         	11838 	-64.2	-56.1      	4.3  	0.360377
2490                    	224.2                  	-56.1	33                 	28.3 	023         	11846 	-64.1	-56.0      	4.3  	0.359844
2492                    	223.9                  	-56.0	33                 	28.3 	023         	11855 	-64.1	-56.0      	4.3  	0.359312
2494                    	223.6                  	-56.0	33                 	28.3 	023         	11863 	-64.1	-56.0      	4.3  	0.358781
2496                    	223.3                  	-56.0	33                 	28.3 	023         	11872 	-64.0	-56.0      	4.3  	0.358250
2498                    	223.0                  	-55.9	34                 	28.3 	023         	11880 	-64.0	-55.9      	4.3  	0.357754
2500                    	222.7                  	-55.9	34                 	28.3 	023         	11889 	-64.0	-55.9      	4.1  	0.357264
2502                    	222.4                  	-55.9	34                 	28.3 	023         	11897 	-63.9	-55.9      	4.1  	0.356774
2504                    	222.2                  	-55.9	34                 	28.3 	023         	11905 	-63.9	-55.9      	4.1  	0.356291
2506                    	221.9                  	-55.9	34                 	28.3 	023         	11913 	-63.9	-55.9      	4.1  	0.355809
2508                    	221.6                  	-55.9	34                 	28.3 	023         	11921 	-63.8	-55.9      	4.1  	0.355327
2510                    	221.3                  	-55.9	34                 	28.3 	023         	11929 	-63.9	-55.9      	4.1  	0.354846
2512                    	221.0                  	-55.8	34                 	28.3 	023         	11938 	-63.9	-55.8      	4.1  	0.354370
2514                    	220.7                  	-55.8	33                 	28.3 	023         	11946 	-63.9	-55.8      	4.1  	0.353920
2516                    	220.4                  	-55.8	33                 	28.3 	023         	11954 	-64.0	-55.8      	4.1  	0.353471
2518                    	220.2                  	-55.9	33                 	28.3 	023         	11962 	-64.0	-55.8      	4.1  	0.353023
2520                    	219.9                  	-55.9	33                 	28.3 	023         	11970 	-64.1	-55.9      	4.1  	0.352575
2522                    	219.6                  	-55.9	33                 	28.3 	023         	11979 	-64.1	-55.9      	4.1  	0.352128
2524                    	219.3                  	-55.9	33                 	28.3 	023         	11987 	-64.1	-55.9      	4.1  	0.351681
2526                    	219.0                  	-55.9	33                 	28.3 	023         	11995 	-64.1	-55.9      	4.1  	0.351235
2528                    	218.8                  	-55.9	33                 	28.3 	023         	12003 	-64.1	-55.9      	4.1  	0.350776
2530                    	218.5                  	-55.8	33                 	28.3 	023         	12011 	-64.1	-55.8      	4.1  	0.350285
2532                    	218.2                  	-55.8	33                 	28.4 	023         	12019 	-64.1	-55.8      	4.1  	0.349793
2534                    	217.9                  	-55.8	33                 	28.4 	023         	12028 	-64.1	-55.8      	4.1  	0.349303
2536                    	217.6                  	-55.8	33                 	28.4 	022         	12036 	-64.1	-55.8      	4.1  	0.348814
2538                    	217.4                  	-55.7	32                 	28.4 	022         	12044 	-64.0	-55.7      	4.1  	0.348325
2540                    	217.1                  	-55.7	32                 	28.5 	022         	12052 	-64.0	-55.7      	4.1  	0.347837
2542                    	216.8                  	-55.7	32                 	28.5 	022         	12060 	-64.0	-55.7      	4.1  	0.347349
2544                    	216.5                  	-55.6	32                 	28.5 	022         	12068 	-64.0	-55.6      	4.1  	0.346828
2546                    	216.2                  	-55.6	32                 	28.6 	022         	12077 	-64.0	-55.6      	4.1  	0.346285
2548                    	216.0                  	-55.5	32                 	28.6 	022         	12085 	-63.9	-55.5      	4.1  	0.345744
2550                    	215.7                  	-55.4	32                 	28.6 	022         	12093 	-63.9	-55.4      	4.1  	0.345203
2552                    	215.4                  	-55.4	32                 	28.6 	022         	12101 	-63.8	-55.4      	4.1  	0.344664
2554                    	215.1                  	-55.3	32                 	28.6 	021         	12109 	-63.8	-55.3      	4.1  	0.344125
2556                    	214.9                  	-55.3	32                 	28.7 	021         	12117 	-63.8	-55.3      	4.1  	0.343592
2558                    	214.6                  	-55.2	32                 	28.7 	021         	12126 	-63.7	-55.2      	4.1  	0.343100
2560                    	214.3                  	-55.2	32                 	28.7 	021         	12134 	-63.7	-55.2      	4.1  	0.342608
2562                    	214.0                  	-55.2	32                 	28.7 	021         	12142 	-63.7	-55.2      	4.1  	0.342117
2564                    	213.8                  	-55.1	32                 	28.7 	021         	12150 	-63.7	-55.1      	4.1  	0.341616
2566                    	213.5                  	-55.1	32                 	28.8 	021         	12159 	-63.7	-55.1      	4.2  	0.341115
2568                    	213.2                  	-55.1	31                 	28.8 	021         	12167 	-63.7	-55.1      	4.2  	0.340615
2570                    	212.9                  	-55.0	31                 	28.8 	021         	12176 	-63.6	-55.0      	4.2  	0.340113
2572                    	212.6                  	-55.0	31                 	28.7 	021         	12184 	-63.6	-55.0      	4.2  	0.339649
2574                    	212.3                  	-55.0	31                 	28.7 	021         	12192 	-63.7	-55.0      	4.2  	0.339196
2576                    	212.1                  	-55.0	31                 	28.6 	021         	12201 	-63.7	-55.0      	4.2  	0.338744
2578                    	211.8                  	-55.0	31                 	28.6 	021         	12209 	-63.7	-55.0      	4.2  	0.338292
2580                    	211.5                  	-55.0	31                 	28.5 	021         	12218 	-63.7	-55.0      	4.2  	0.337841
2582                    	211.2                  	-55.0	31                 	28.4 	021         	12226 	-63.7	-55.0      	4.2  	0.337386
2584                    	210.9                  	-55.0	31                 	28.4 	021         	12235 	-63.7	-55.0      	4.2  	0.336931
2586                    	210.7                  	-55.0	31                 	28.3 	021         	12243 	-63.7	-55.0      	4.4  	0.336480
2588                    	210.4                  	-55.0	31                 	28.3 	021         	12252 	-63.7	-55.0      	4.4  	0.336017
2590                    	210.1                  	-55.0	31                 	28.2 	021         	12261 	-63.7	-55.0      	4.4  	0.335556
2592                    	209.8                  	-55.0	31                 	28.1 	021         	12270 	-63.7	-55.0      	4.4  	0.335094
2594                    	209.5                  	-55.0	31                 	28.0 	021         	12278 	-63.7	-55.0      	4.4  	0.334634
2596                    	209.2                  	-55.0	31                 	27.9 	021         	12287 	-63.7	-55.0      	4.4  	0.334174
2598                    	208.9                  	-55.0	31                 	27.9 	021         	12296 	-63.6	-55.0      	4.4  	0.333703
2600                    	208.6                  	-55.0	31                 	27.8 	021         	12305 	-63.6	-55.0      	4.4  	0.333224
2602                    	208.4                  	-55.0	31                 	27.7 	021         	12313 	-63.6	-55.0      	4.4  	0.332744
2604                    	208.1                  	-54.9	31                 	27.6 	021         	12322 	-63.6	-54.9      	4.4  	0.332266
2606                    	207.8                  	-54.9	31                 	27.5 	022         	12331 	-63.6	-54.9      	4.4  	0.331788
2608                    	207.5                  	-54.9	31                 	27.4 	022         	12340 	-63.6	-54.9      	4.4  	0.331311
2610                    	207.2                  	-54.9	31                 	27.3 	022         	12348 	-63.6	-54.9      	4.4  	0.330835
2612                    	206.9                  	-54.9	31                 	27.3 	022         	12357 	-63.7	-54.9      	4.4  	0.330360
2614                    	206.7                  	-54.8	31                 	27.3 	022         	12366 	-63.6	-54.8      	4.4  	0.329836
2616                    	206.4                  	-54.8	30                 	27.3 	022         	12375 	-63.6	-54.8      	4.4  	0.329305
2618                    	206.1                  	-54.7	30                 	27.3 	022         	12383 	-63.6	-54.7      	4.4  	0.328774
2620                    	205.8                  	-54.7	30                 	27.2 	022         	12392 	-63.6	-54.7      	4.4  	0.328245
2622                    	205.5                  	-54.6	30                 	27.2 	022         	12401 	-63.6	-54.6      	4.4  	0.327716
2624                    	205.2                  	-54.6	30                 	27.2 	022         	12410 	-63.6	-54.6      	4.4  	0.327188
2626                    	205.0                  	-54.5	29                 	27.2 	022         	12418 	-63.7	-54.5      	4.4  	0.326662
2628                    	204.7                  	-54.5	29                 	27.2 	022         	12427 	-63.7	-54.5      	4.4  	0.326142
2630                    	204.4                  	-54.4	28                 	27.2 	022         	12436 	-63.8	-54.4      	4.4  	0.325622
2632                    	204.1                  	-54.4	28                 	27.0 	022         	12445 	-63.9	-54.4      	4.4  	0.325104
2634                    	203.9                  	-54.3	28                 	26.9 	023         	12453 	-63.9	-54.3      	4.4  	0.324587
2636                    	203.6                  	-54.3	27                 	26.8 	023         	12462 	-63.9	-54.3      	4.4  	0.324062
2638                    	203.3                  	-54.2	27                 	26.7 	023         	12471 	-63.9	-54.2      	4.4  	0.323538
2640                    	203.0                  	-54.2	27                 	26.5 	023         	12480 	-63.8	-54.2      	4.6  	0.323021
2642                    	202.7                  	-54.1	27                 	26.4 	024         	12489 	-63.8	-54.1      	4.7  	0.322497
2644                    	202.4                  	-54.1	27                 	26.3 	024         	12499 	-63.8	-54.1      	4.7  	0.321975
2646                    	202.1                  	-54.1	27                 	26.1 	024         	12508 	-63.7	-54.1      	4.7  	0.321453
2648                    	201.8                  	-54.0	27                 	26.0 	024         	12517 	-63.7	-54.0      	4.7  	0.320933
2650                    	201.5                  	-54.0	27                 	25.9 	025         	12527 	-63.7	-54.0      	4.7  	0.320413
2652                    	201.2                  	-54.0	27                 	25.5 	025         	12536 	-63.6	-54.0      	4.7  	0.319894
2654                    	201.0                  	-53.9	27                 	25.2 	025         	12545 	-63.6	-53.9      	4.7  	0.319402
2656                    	200.7                  	-53.9	27                 	24.9 	025         	12555 	-63.6	-53.9      	4.7  	0.318928
2658                    	200.4                  	-53.9	27                 	24.5 	026         	12564 	-63.6	-53.9      	4.7  	0.318455
2660                    	200.1                  	-53.9	27                 	24.2 	026         	12573 	-63.6	-53.9      	4.7  	0.317983
2662                    	199.8                  	-53.9	27                 	23.9 	026         	12582 	-63.6	-53.9      	4.7  	0.317512
2664                    	199.5                  	-53.9	27                 	23.5 	027         	12592 	-63.6	-53.9      	4.7  	0.317041
2666                    	199.2                  	-53.9	27                 	23.2 	027         	12601 	-63.6	-53.9      	4.7  	0.316567
2668                    	198.9                  	-53.9	27                 	22.9 	027         	12610 	-63.6	-53.9      	4.7  	0.316093
2670                    	198.6                  	-53.9	27                 	22.6 	028         	12620 	-63.6	-53.9      	4.7  	0.315620
2672                    	198.3                  	-53.9	27                 	22.2 	028         	12629 	-63.6	-53.9      	4.7  	0.315143
2674                    	198.0                  	-53.9	27                 	21.8 	028         	12639 	-63.6	-53.9      	4.7  	0.314667
2676                    	197.7                  	-53.9	27                 	21.4 	028         	12648 	-63.6	-53.8      	4.7  	0.314192
2678                    	197.5                  	-53.8	27                 	21.0 	028         	12658 	-63.6	-53.8      	4.7  	0.313717
2680                    	197.2                  	-53.8	27                 	20.6 	028         	12667 	-63.7	-53.8      	4.7  	0.313247
2682                    	196.9                  	-53.8	27                 	20.2 	028         	12677 	-63.7	-53.8      	4.7  	0.312800
2684                    	196.6                  	-53.9	27                 	19.8 	028         	12686 	-63.7	-53.9      	4.7  	0.312354
2686                    	196.3                  	-53.9	27                 	19.4 	028         	12696 	-63.8	-53.9      	4.7  	0.311908
2688                    	196.0                  	-53.9	26                 	19.0 	028         	12705 	-63.8	-53.9      	4.7  	0.311463
2690                    	195.7                  	-53.9	26                 	18.6 	028         	12714 	-63.8	-53.9      	4.5  	0.311048
2692                    	195.5                  	-53.9	26                 	18.6 	028         	12723 	-63.8	-53.9      	4.4  	0.310633
2694                    	195.2                  	-53.9	26                 	18.6 	027         	12732 	-63.8	-53.9      	4.4  	0.310217
2696                    	194.9                  	-53.9	26                 	18.6 	027         	12740 	-63.8	-53.9      	4.4  	0.309803
2698                    	194.7                  	-53.9	26                 	18.6 	027         	12749 	-63.8	-53.9      	4.4  	0.309389
2700                    	194.4                  	-53.9	26                 	18.6 	027         	12758 	-63.8	-53.9      	4.4  	0.308976
2702                    	194.1                  	-53.9	26                 	18.6 	026         	12767 	-63.8	-53.9      	4.4  	0.308564
2704                    	193.9                  	-53.9	26                 	18.6 	026         	12775 	-63.9	-53.9      	4.4  	0.308152
2706                    	193.6                  	-53.9	26                 	18.6 	026         	12784 	-63.9	-53.9      	4.4  	0.307741
2708                    	193.3                  	-53.9	26                 	18.6 	025         	12793 	-64.0	-53.9      	4.4  	0.307327
2710                    	193.1                  	-53.9	26                 	18.6 	025         	12802 	-64.0	-53.9      	4.4  	0.306907
2712                    	192.8                  	-53.9	26                 	18.6 	025         	12810 	-64.1	-53.9      	4.4  	0.306487
2714                    	192.6                  	-53.9	25                 	18.6 	025         	12819 	-64.1	-53.9      	4.4  	0.306068
2716                    	192.3                  	-53.9	25                 	18.7 	025         	12828 	-64.2	-53.9      	4.4  	0.305649
2718                    	192.0                  	-53.9	25                 	18.7 	025         	12837 	-64.2	-53.9      	4.4  	0.305231
2720                    	191.8                  	-53.9	25                 	18.7 	025         	12845 	-64.3	-53.9      	4.4  	0.304813
2722                    	191.5                  	-53.9	25                 	18.7 	025         	12854 	-64.3	-53.9      	4.4  	0.304396
2724                    	191.2                  	-53.9	25                 	18.8 	025         	12863 	-64.3	-53.9      	4.4  	0.303980
2726                    	191.0                  	-53.9	24                 	18.8 	025         	12872 	-64.4	-53.9      	4.4  	0.303564
2728                    	190.7                  	-53.9	24                 	18.8 	025         	12881 	-64.4	-53.9      	4.4  	0.303148
2730                    	190.5                  	-53.9	24                 	18.9 	025         	12889 	-64.5	-53.9      	4.4  	0.302733
2732                    	190.2                  	-53.9	23                 	18.7 	025         	12898 	-64.9	-53.9      	4.4  	0.302325
2734                    	189.9                  	-54.0	22                 	18.5 	024         	12907 	-65.3	-54.0      	4.4  	0.301946
2736                    	189.7                  	-54.0	20                 	18.3 	024         	12916 	-65.7	-54.0      	4.4  	0.301566
2738                    	189.4                  	-54.0	19                 	18.1 	024         	12924 	-66.2	-54.0      	4.4  	0.301188
2740                    	189.2                  	-54.0	18                 	17.9 	023         	12933 	-66.7	-54.0      	4.4  	0.300810
2742                    	188.9                  	-54.1	17                 	17.7 	023         	12942 	-67.2	-54.1      	4.4  	0.300432
2744                    	188.7                  	-54.1	16                 	17.5 	023         	12950 	-67.7	-54.1      	4.2  	0.300077
2746                    	188.4                  	-54.1	15                 	17.3 	022         	12958 	-67.8	-54.1      	4.2  	0.299725
2748                    	188.2                  	-54.1	15                 	17.1 	022         	12967 	-67.8	-54.1      	4.2  	0.299376
2750                    	187.9                  	-54.2	15                 	16.9 	022         	12975 	-67.9	-54.2      	4.2  	0.299028
2752                    	187.7                  	-54.2	15                 	16.9 	021         	12983 	-68.0	-54.2      	4.2  	0.298680
2754                    	187.5                  	-54.2	15                 	16.9 	021         	12991 	-68.0	-54.2      	4.2  	0.298332
2756                    	187.2                  	-54.2	15                 	16.9 	020         	13000 	-68.1	-54.2      	4.2  	0.297985
2758                    	187.0                  	-54.3	15                 	17.0 	020         	13008 	-68.2	-54.3      	4.2  	0.297638
2760                    	186.7                  	-54.3	15                 	17.0 	020         	13016 	-68.2	-54.3      	4.2  	0.297282
2762                    	186.5                  	-54.3	15                 	17.0 	019         	13025 	-68.3	-54.3      	4.2  	0.296924
2764                    	186.2                  	-54.3	15                 	17.0 	019         	13033 	-68.4	-54.3      	4.2  	0.296565
2766                    	186.0                  	-54.3	14                 	17.1 	019         	13041 	-68.4	-54.3      	4.2  	0.296207
2768                    	185.8                  	-54.4	14                 	17.1 	018         	13049 	-68.5	-54.4      	4.1  	0.295864
2770                    	185.5                  	-54.4	14                 	17.1 	018         	13057 	-68.6	-54.4      	3.9  	0.295520
2772                    	185.3                  	-54.4	14                 	17.1 	017         	13065 	-68.6	-54.4      	3.9  	0.295169
2774                    	185.1                  	-54.4	14                 	17.0 	017         	13073 	-68.6	-54.4      	3.9  	0.294780
2776                    	184.9                  	-54.4	14                 	16.9 	016         	13081 	-68.6	-54.4      	3.9  	0.294390
2778                    	184.6                  	-54.3	14                 	16.8 	016         	13089 	-68.7	-54.3      	3.9  	0.294002
2780                    	184.4                  	-54.3	14                 	16.7 	015         	13097 	-68.7	-54.3      	3.9  	0.293613
2782                    	184.2                  	-54.3	14                 	16.6 	015         	13104 	-68.7	-54.3      	3.9  	0.293226
2784                    	184.0                  	-54.3	14                 	16.6 	015         	13112 	-68.7	-54.3      	3.9  	0.292839
2786                    	183.7                  	-54.2	14                 	16.5 	014         	13120 	-68.8	-54.2      	3.9  	0.292444
2788                    	183.5                  	-54.2	13                 	16.4 	014         	13128 	-68.8	-54.2      	3.9  	0.292025
2790                    	183.3                  	-54.2	13                 	16.3 	013         	13136 	-68.8	-54.2      	3.9  	0.291607
2792                    	183.1                  	-54.1	13                 	16.5 	014         	13144 	-68.8	-54.1      	3.9  	0.291189
2794                    	182.8                  	-54.1	13                 	16.6 	014         	13151 	-68.8	-54.1      	3.9  	0.290772
2796                    	182.6                  	-54.0	13                 	16.7 	015         	13159 	-68.9	-54.0      	3.9  	0.290356
2798                    	182.4                  	-54.0	13                 	16.8 	016         	13167 	-68.9	-54.0      	3.9  	0.289940
2800                    	182.2                  	-53.9	13                 	17.0 	016         	13175 	-68.9	-53.9      	3.9  	0.289531
2802                    	181.9                  	-53.9	13                 	17.1 	017         	13183 	-68.9	-53.9      	3.9  	0.289132
2804                    	181.7                  	-53.9	13                 	17.2 	018         	13191 	-68.9	-53.9      	3.9  	0.288734
2806                    	181.5                  	-53.8	13                 	17.4 	018         	13199 	-68.9	-53.8      	3.9  	0.288337
2808                    	181.3                  	-53.8	13                 	17.5 	019         	13206 	-68.9	-53.8      	3.9  	0.287940
2810                    	181.1                  	-53.8	12                 	17.6 	020         	13214 	-68.9	-53.8      	3.8  	0.287558
2812                    	180.8                  	-53.7	12                 	17.3 	020         	13222 	-68.9	-53.7      	3.8  	0.287176
2814                    	180.6                  	-53.7	12                 	17.0 	020         	13229 	-68.9	-53.7      	3.8  	0.286845
2816                    	180.4                  	-53.7	12                 	16.7 	019         	13237 	-68.9	-53.7      	3.8  	0.286524
2818                    	180.2                  	-53.8	12                 	16.4 	019         	13244 	-69.0	-53.8      	3.8  	0.286204
2820                    	180.0                  	-53.8	12                 	16.1 	019         	13252 	-69.0	-53.8      	3.8  	0.285884
2822                    	179.8                  	-53.8	12                 	15.8 	019         	13259 	-69.0	-53.8      	3.8  	0.285565
2824                    	179.6                  	-53.8	12                 	15.5 	019         	13267 	-69.0	-53.8      	3.8  	0.285246
2826                    	179.4                  	-53.8	12                 	15.2 	019         	13274 	-69.0	-53.8      	3.8  	0.284930
2828                    	179.2                  	-53.8	12                 	14.9 	019         	13282 	-69.1	-53.8      	3.8  	0.284646
2830                    	178.9                  	-53.9	12                 	14.6 	019         	13289 	-69.1	-53.9      	3.8  	0.284362
2832                    	178.7                  	-53.9	12                 	14.1 	018         	13297 	-69.2	-53.9      	3.8  	0.284079
2834                    	178.5                  	-54.0	12                 	13.6 	017         	13304 	-69.3	-54.0      	3.8  	0.283796
2836                    	178.3                  	-54.0	12                 	13.1 	015         	13312 	-69.3	-54.0      	3.8  	0.283514
2838                    	178.1                  	-54.0	12                 	12.7 	014         	13320 	-69.4	-54.0      	3.8  	0.283232
2840                    	177.9                  	-54.1	12                 	12.2 	012         	13327 	-69.5	-54.1      	3.8  	0.282941
2842                    	177.7                  	-54.1	12                 	11.8 	010         	13335 	-69.5	-54.1      	3.8  	0.282636
2844                    	177.5                  	-54.1	12                 	11.3 	008         	13342 	-69.6	-54.1      	3.8  	0.282331
2846                    	177.3                  	-54.1	12                 	10.8 	006         	13350 	-69.6	-54.1      	3.8  	0.282027
2848                    	177.1                  	-54.2	12                 	10.3 	003         	13357 	-69.7	-54.2      	3.8  	0.281723
2850                    	176.9                  	-54.2	12                 	9.9  	001         	13365 	-69.7	-54.2      	3.8  	0.281420
2852                    	176.7                  	-54.2	12                 	10.7 	002         	13372 	-69.8	-54.2      	3.8  	0.281116
2854                    	176.4                  	-54.2	12                 	11.5 	003         	13380 	-69.8	-54.2      	3.8  	0.280811
2856                    	176.2                  	-54.2	11                 	12.3 	004         	13387 	-69.9	-54.2      	3.8  	0.280486
2858                    	176.0                  	-54.2	11                 	13.1 	005         	13395 	-69.9	-54.2      	3.8  	0.280162
2860                    	175.8                  	-54.2	11                 	13.9 	006         	13402 	-69.9	-54.2      	3.8  	0.279838
2862                    	175.6                  	-54.2	11                 	14.7 	006         	13410 	-69.9	-54.2      	3.8  	0.279515
2864                    	175.4                  	-54.2	11                 	15.5 	007         	13417 	-70.0	-54.2      	3.8  	0.279191
2866                    	175.2                  	-54.2	11                 	16.4 	007         	13425 	-70.0	-54.2      	3.8  	0.278869
2868                    	175.0                  	-54.2	11                 	17.2 	008         	13432 	-70.0	-54.2      	3.8  	0.278546
2870                    	174.8                  	-54.2	11                 	18.0 	008         	13440 	-70.1	-54.2      	3.8  	0.278224
2872                    	174.6                  	-54.2	11                 	17.9 	008         	13447 	-70.1	-54.2      	3.8  	0.277902
2874                    	174.4                  	-54.2	11                 	17.9 	008         	13455 	-70.1	-54.2      	3.8  	0.277580
2876                    	174.2                  	-54.2	11                 	17.8 	008         	13462 	-70.1	-54.2      	3.8  	0.277259
2878                    	174.0                  	-54.2	11                 	17.7 	007         	13470 	-70.2	-54.2      	3.8  	0.276938
2880                    	173.8                  	-54.3	11                 	17.7 	007         	13477 	-70.2	-54.2      	3.8  	0.276618
2882                    	173.6                  	-54.3	11                 	17.6 	007         	13485 	-70.2	-54.3      	3.8  	0.276301
2884                    	173.4                  	-54.3	11                 	17.5 	006         	13492 	-70.3	-54.3      	3.8  	0.275990
2886                    	173.2                  	-54.3	11                 	17.5 	006         	13500 	-70.3	-54.3      	3.8  	0.275680
2888                    	173.0                  	-54.3	11                 	17.4 	006         	13507 	-70.4	-54.3      	3.8  	0.275356
2890                    	172.8                  	-54.3	11                 	17.3 	006         	13515 	-70.4	-54.3      	3.9  	0.275033
2892                    	172.5                  	-54.3	11                 	17.2 	005         	13523 	-70.5	-54.3      	4.1  	0.274710
2894                    	172.3                  	-54.3	11                 	17.0 	004         	13532 	-70.5	-54.3      	4.1  	0.274370
2896                    	172.1                  	-54.3	10                 	16.9 	004         	13540 	-70.6	-54.3      	4.1  	0.274000
2898                    	171.9                  	-54.3	10                 	16.8 	003         	13548 	-70.7	-54.3      	4.1  	0.273611
2900                    	171.7                  	-54.2	10                 	16.6 	003         	13556 	-70.7	-54.2      	4.1  	0.273223
2902                    	171.4                  	-54.2	10                 	16.5 	002         	13564 	-70.7	-54.2      	4.1  	0.272835
2904                    	171.2                  	-54.2	10                 	16.3 	001         	13573 	-70.8	-54.2      	4.1  	0.272448
2906                    	171.0                  	-54.2	10                 	16.2 	001         	13581 	-70.8	-54.2      	4.1  	0.272062
2908                    	170.8                  	-54.1	10                 	16.1 	360         	13589 	-70.8	-54.1      	4.1  	0.271673
2910                    	170.6                  	-54.1	10                 	15.9 	359         	13597 	-70.8	-54.1      	4.1  	0.271273
2912                    	170.3                  	-54.0	10                 	15.9 	359         	13606 	-70.8	-54.0      	4.1  	0.270875
2914                    	170.1                  	-54.0	10                 	15.9 	359         	13614 	-70.7	-54.0      	4.1  	0.270477
2916                    	169.9                  	-54.0	10                 	15.9 	359         	13622 	-70.7	-54.0      	4.1  	0.270080
2918                    	169.7                  	-53.9	10                 	15.9 	359         	13630 	-70.6	-53.9      	4.1  	0.269683
2920                    	169.5                  	-53.9	10                 	15.9 	359         	13639 	-70.6	-53.9      	4.1  	0.269288
2922                    	169.2                  	-53.8	10                 	15.9 	359         	13647 	-70.6	-53.8      	4.1  	0.268892
2924                    	169.0                  	-53.8	10                 	15.9 	359         	13655 	-70.5	-53.8      	4.1  	0.268498
2926                    	168.8                  	-53.8	10                 	15.9 	359         	13663 	-70.5	-53.8      	4.1  	0.268104
2928                    	168.6                  	-53.7	10                 	15.9 	359         	13671 	-70.5	-53.7      	4.1  	0.267711
2930                    	168.4                  	-53.7	10                 	15.9 	359         	13680 	-70.4	-53.7      	4.1  	0.267311
2932                    	168.2                  	-53.6	10                 	15.8 	359         	13688 	-70.4	-53.6      	4.1  	0.266903
2934                    	168.0                  	-53.6	10                 	15.7 	359         	13696 	-70.4	-53.6      	4.1  	0.266497
2936                    	167.7                  	-53.5	10                 	15.7 	359         	13704 	-70.4	-53.5      	4.1  	0.266091
2938                    	167.5                  	-53.5	10                 	15.6 	359         	13713 	-70.5	-53.5      	4.1  	0.265687
